path,text
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Italic_81105.png,".jlsa2%r""pl_K"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Italic_12990.png,Bullbaiting manifester legalize
/Users/ganeshmarpuri/development/synthetic_image generation/output/Bradley Hand Bold_35798.png,undim
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Italic_24083.png,Stakemaster metabasite amygdaloidal undesire bead whitebottle!
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleGothic_72780.png,Automobile prudery priapulidae blustery tractellum
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText-Italic_20122.png,demipriest
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Condensed Bold_62542.png,5fh1X.8c.s
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold_82424.png,Chloridella
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS_26510.png,Aerosiderite witter flirtation archcheater baubo?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trattatello_22657.png,naumkeager
/Users/ganeshmarpuri/development/synthetic_image generation/output/BigCaslon_40456.png,Microcitrus
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold_14605.png,Dalarnian
/Users/ganeshmarpuri/development/synthetic_image generation/output/Lao Sangam MN_26485.png,oiled
/Users/ganeshmarpuri/development/synthetic_image generation/output/Luminari_60897.png,Ami
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman_17088.png,"m;AF=By?,HoJa!"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Brush Script_41198.png,Extrabureau feat chattingly frabjous womanness tragulina.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Italic_82414.png,Unfastener decalcifier grandam tenorite genialize snaking.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Italic_19787.png,Unrra ripper semienclosed homogamy
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Unicode_63698.png,connection
/Users/ganeshmarpuri/development/synthetic_image generation/output/Chalkduster_90214.png,"g<RrC)6""&J$Ju"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Chancery_10434.png,maskelynite
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleMyungjo_65505.png,Wullie crawling traducent unteeming?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold Italic_35086.png,Legibleness semimonastic quinic unsurpassed unfaced
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow_27285.png,Oversoftly unrelenting millettia.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New_56267.png,comism
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 3_37903.png,jailage
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 2_40962.png,_W}:(=Kjh%;
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText_31726.png,KY 2[_iZ'0yCP
/Users/ganeshmarpuri/development/synthetic_image generation/output/Skia_96262.png,unevoked
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold Italic_88512.png,Sabbathism mediation curatrix java
/Users/ganeshmarpuri/development/synthetic_image generation/output/Impact_64342.png,Angwantibo poltroon tcharik rheumatic cursoria
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma Bold_51364.png,Pycnodonti overcaution acridone jailership optimistic birthmark clubbish!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial_54496.png,happenstance
/Users/ganeshmarpuri/development/synthetic_image generation/output/Ayuthaya_97097.png,lessor
/Users/ganeshmarpuri/development/synthetic_image generation/output/Khmer Sangam MN_38970.png,aldermaness
/Users/ganeshmarpuri/development/synthetic_image generation/output/KefaIII_75686.png,Joanne
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold_12456.png,Ketosuccinic ogor tetracosane.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Black_30471.png,4%i@?Z-&\
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold Italic_64620.png,"EQl]8W""jT= n{!"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Comic Sans MS_62186.png,UD)ug<@>Vr6N
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Alternate Bold_78941.png,Platework virusemic cherem macrodontia sass obituary mien
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings_94548.png,)~'Z%~=s5K|!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Sathu_31094.png,")+t,2"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold Italic_38657.png,gr`j
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma_64935.png,corrivalship
/Users/ganeshmarpuri/development/synthetic_image generation/output/PlantagenetCherokee_45481.png,",GBv"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Bold_21861.png,reknow
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Bold Italic_11204.png,a?*g=
/Users/ganeshmarpuri/development/synthetic_image generation/output/Microsoft Sans Serif_63845.png,Q2e'7moN#wz&
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Bold Italic_18371.png,<-[^pE1I*A-G 
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Rounded Bold_12652.png,Eparchean
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Bold_72085.png,Observative surtax squareness jimberjaw triplane succinct.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Krungthep_19992.png,Arachnida
/Users/ganeshmarpuri/development/synthetic_image generation/output/Andale Mono_98500.png,pliantly
/Users/ganeshmarpuri/development/synthetic_image generation/output/Herculanum_50645.png,Sanderling hemoglobin desmoma attempt interested cocreator.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Comic Sans MS Bold_55771.png,":O(?D3,^LS&4)?F"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Italic_24416.png,Theologi smog acanthodini tigerfoot stictidaceae microcoat.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana_76551.png,trithionate
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold_76634.png,Sabbaton gunning corrosively.
/Users/ganeshmarpuri/development/synthetic_image generation/output/LastResort_60928.png,councilor
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralItalic_68902.png,Ressaidar eligibleness babouvism exhibitional kokan underthrob
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneral_26453.png,Syconid divining ock zoomechanics rollicking?
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoMath_54553.png,Cloudily bookbinder twaddleize borage dedicatory magianism?
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralBolIta_92826.png,"""56GR"
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralBol_63766.png,Dissociant japery subcutaneous malefactress ceresin boatbill underjungle?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Unicode_62726.png,-?Z5
/Users/ganeshmarpuri/development/synthetic_image generation/output/Geneva_73362.png,fagopyrismus
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSMono_98792.png,"~[p>Ll._hM"")'"
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompact_98326.png,Thereout overcanopy permitted puerileness
/Users/ganeshmarpuri/development/synthetic_image generation/output/NewYork_40299.png,Distant surbased scleroscope assimilator.
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSMonoItalic_21499.png,botanic
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNS_72972.png,Skimmer oxidant jaudie shoo penmaking quick tosephtas.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Monaco_15186.png,codices
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Symbols_90067.png,2N!k 6c{o
/Users/ganeshmarpuri/development/synthetic_image generation/output/NewYorkItalic_61909.png,noninsurance
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompactItalic_48961.png,"A,M ;"
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSRounded_14552.png,Synarquism outfeast penitentes phoenicize!
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompactRounded_18358.png,Thynnid exocentric deuteranopia!
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSItalic_77354.png,Undercause palankeen sweetful hydrobatidae sphyrna switchel khila!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Webdings_51305.png,*>m\M
/Users/ganeshmarpuri/development/synthetic_image generation/output/Zapfino_51435.png,v^J+M^
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Italic_41537.png,Cyanopathic inobvious chid pyramidella!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia_43618.png,Fritz
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Bold_41256.png,Arsenicalism potong religate lawgiver tartarus ungrooved?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Bodoni 72 Smallcaps Book_77882.png,zqD'9 <+ok>{u
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Bold Italic_87003.png,amyloplastic
/Users/ganeshmarpuri/development/synthetic_image generation/output/Silom_49394.png,backstaff
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Italic_34819.png,Kotylos tropaion roseolous micrandrous phosphation?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Italic_55645.png,Lacrosse thyrsiform rewaybill unswaddled tonetician cockieleekie synosteology!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Bradley Hand Bold_95664.png,Truthsman pylorospasm gallinaceae ramesside unbuxom hochelaga clovered.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Italic_35451.png,Supplicant caridoid covenantee interstation
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleGothic_55411.png,mother
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText-Italic_26086.png,jh4!)=NKF%
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Condensed Bold_55209.png,sp<]n~s
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold_82516.png,Hazardful heartseed coinsure halide?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS_24916.png,Fagaceae
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trattatello_76557.png,Exonerator prohuman unnaked moneran seamrog
/Users/ganeshmarpuri/development/synthetic_image generation/output/BigCaslon_75441.png,ZZ~r&2oe
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold_29659.png,]Y3>nx/_q
/Users/ganeshmarpuri/development/synthetic_image generation/output/Lao Sangam MN_31246.png,VSO=-hFxNK
/Users/ganeshmarpuri/development/synthetic_image generation/output/Luminari_36225.png,Teaman strict automatize undispersing cavel!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman_89460.png,cycadeoid
/Users/ganeshmarpuri/development/synthetic_image generation/output/Brush Script_73451.png,relume
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Italic_97826.png,Kilodyne plating amphiscii!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Italic_67911.png,mating
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Unicode_85884.png,bolelike
/Users/ganeshmarpuri/development/synthetic_image generation/output/Chalkduster_94366.png,^m3%
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Chancery_92607.png,Quizzatorial mizzy endermatic beancod nonvisual twistless!
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleMyungjo_78812.png,Woodruff crudity melodially tezcucan hypnosporic!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold Italic_82956.png,Percolative backspread bacchanal pisaca ingather extracranial afeared.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow_14962.png,Scudo persicary orientite biting maronite rebelproof.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New_71513.png,cd9 +Pljtx:Yt*o
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 3_25004.png,Assyntite fabes shemaka.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 2_68792.png,antarchism
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText_15749.png,recircle
/Users/ganeshmarpuri/development/synthetic_image generation/output/Skia_81456.png,Scambler unistylist emmetropic radiometric nasalization valkyrie lodging?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold Italic_84514.png,Pushingly cue matte lusian.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Impact_93169.png,&|&!)!H4
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma Bold_22277.png,limaciform
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial_78233.png,Scrob repress grovy raiseman glossography ethnologic?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Ayuthaya_72959.png,photosensory
/Users/ganeshmarpuri/development/synthetic_image generation/output/Khmer Sangam MN_96757.png,oppilation
/Users/ganeshmarpuri/development/synthetic_image generation/output/KefaIII_77507.png,Runghead unfavorable satisfy hypochaeris epicyclic turkeyback?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold_72007.png,Display emery hypergamy preformation tassal predict chromone!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Black_87641.png,|-@]4Ta82.#
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold Italic_23464.png,/LP`9pHa?a[A
